,expected_ul,expected_ur,real_ul,real_ur
87,5.801997738914142,5.6788778457116385,6.006221771240234,5.805261135101318
2437,5.295444647757382,4.5341660250834215,5.565373420715332,5.084409713745117
782,7.155683167797275,6.419287731149939,6.637406349182129,6.3538713455200195
273,8.02230155703615,6.35132725796972,6.955400466918945,6.271334171295166
386,5.008483164167971,7.598119378559796,5.391662120819092,6.851597309112549
1869,5.702165203769442,5.050262756283153,5.968216896057129,5.431898593902588
256,7.11902076175705,6.37005100445339,6.648401737213135,6.271731376647949
1380,4.799672545105445,5.613230339090501,5.201319694519043,5.9897541999816895
1706,8.006175300171117,5.156896631455204,6.991062164306641,5.521996974945068
2828,7.938714016629502,5.793933407261769,6.9826154708862305,5.985467910766602
2299,4.872495236083123,6.836492448354722,5.215822219848633,6.613160133361816
1648,7.737903799305759,6.575797309981807,6.883227825164795,6.4525675773620605
278,8.02230155703615,6.35132725796972,6.941680431365967,6.277010440826416
2246,4.832724188020175,7.653654471646802,5.220186233520508,6.917233943939209
3075,3.85, 1.66, 2.53, 1.07
2676,5.719829685319695,5.419406042220746,5.981610298156738,5.754968166351318
1505,7.553297026058077,6.424834183013787,6.805737018585205,6.357890605926514
716,4.569167883819932,7.1379652252081796,5.041186809539795,6.6525444984436035
1248,8.455953873055984,5.314828441961492,7.136153221130371,5.6629228591918945
3195,4.20, 4.41, 2.62, 2.73
2117,7.160027311960697,4.469660784005115,6.64993143081665,4.939428329467773
3372,4.56, 1.77, 3.18, 2.40
498,6.325414303878217,5.36308072880428,6.224423408508301,5.7643609046936035
2433,5.295444647757382,4.5341660250834215,5.557065963745117,5.087587356567383
554,7.5945700712695485,8.23022424109473,6.79578161239624,7.089153289794922
1339,8.205241388258523,5.422857846281721,7.002693176269531,5.800361633300781
2758,8.03367932515151,5.274549398182614,7.030214309692383,5.63956880569458
1963,5.070287605924927,6.166239890551031,5.4537353515625,6.203189373016357
3030,4.22, 4.71, 2.50, 2.57
2047,8.229464947650031,7.395035298822575,7.040656566619873,6.811512470245361
3552,1.54, 0.60, 2.11, 0.95
1802,8.588725978937628,7.983107156759171,7.176113128662109,7.012268543243408
3161,4.88, 4.43, 2.86, 2.45
344,5.671097345751016,4.3921623125251354,5.922154426574707,4.831962585449219
870,5.85529283755339,5.4706677083289525,5.996618747711182,5.749789237976074
1411,5.93930993093895,4.407693405802191,6.067142009735107,5.202330112457275
1379,4.799672545105445,5.613230339090501,5.208301544189453,5.983186721801758
3144,4.02, 4.98, 2.96, 2.76
1623,5.172953853175869,4.954979494850245,5.5805745124816895,5.399470329284668
844,7.235202577986116,4.575588544870495,6.656548976898193,5.031643867492676
1535,4.831103416333001,8.507198837341086,5.283613681793213,7.249330520629883
3011,6.00, 3.94, 3.05, 2.76
2289,4.698635287131899,4.838281388532809,5.11821174621582,5.366828441619873
502,5.712034673205158,5.569806680267073,5.911965847015381,5.883841037750244
3393,2.94, 0.45, 2.73, 1.09
3021,2.59, 3.07, 0.22, 0.87
427,5.052752467634598,4.752743778538872,5.430954456329346,5.24989652633667
2942,8.108488624674093,6.4666669122755795,7.047029495239258,6.378444671630859
1071,8.008969365987703,5.8989710996076425,6.992167949676514,6.011020660400391
2983,8.534337308062304,8.542354584808173,7.153343200683594,7.217904567718506
3626,2.29, 1.90, 2.41, 2.21
20,8.249207538339023,8.228921227135197,7.063426971435547,7.0507659912109375
3249,2.35, 4.38, 2.67, 2.70
2900,7.586707798947287,7.706328843316441,6.822545051574707,6.910267353057861
1237,4.491336706891902,7.933169892931429,4.945040225982666,7.04547643661499
1659,4.753743085021851,4.369499888731413,5.18060827255249,4.905283451080322
849,7.003703475780935,8.015098706378367,6.552520751953125,7.016885757446289
2964,5.132738922901086,5.154212012611922,5.547692775726318,5.536128044128418
3437,2.22, 0.29, 2.37, 0.84
801,4.921344147058171,4.4645732206082815,5.264122486114502,5.212281703948975
1244,8.455953873055984,5.314828441961492,7.160706520080566,5.643893718719482
2337,4.774376289388529,7.568530100097914,5.232898712158203,6.875234603881836
73,7.476384037502522,6.2449607009600046,6.748202800750732,6.100620746612549
1213,5.6429837767896425,6.04518904522045,5.830284595489502,6.224727153778076
2774,7.026605275946748,8.33183334319532,6.585873126983643,7.156170845031738
2525,5.0369105437704516,7.862007400305674,5.369720458984375,6.9886884689331055
2319,7.4629558726692835,4.9121874829229935,6.730128288269043,5.389826774597168
1156,7.334916617192277,5.236674447082557,6.671025276184082,5.648908615112305
2675,5.719829685319695,5.419406042220746,5.964269638061523,5.707382678985596
2861,5.793197099599796,5.868478418281665,5.959545135498047,6.166584014892578
2862,5.793197099599796,5.868478418281665,5.958343982696533,6.097226619720459
2226,7.0673486907297,6.929700228482164,6.549210071563721,6.657929420471191
3038,5.91, 2.74, 3.12, 2.39
2195,7.637766805853066,7.969707017293384,6.804262638092041,7.024824142456055
3335,1.78, 4.91, 2.00, 3.03
1084,5.631648176213973,4.875059370162072,5.858060359954834,5.315223693847656
2636,5.822694466657563,7.6079733343827805,5.948169708251953,6.884243488311768
2831,7.524332063229195,6.329014575609134,6.836976051330566,6.283493995666504
963,5.933654822241603,8.090066214077178,6.024521350860596,7.041151523590088
2107,6.589991447327363,8.506751999025825,6.355355739593506,7.237892150878906
2464,4.566663350250714,5.99269800619192,5.079547882080078,6.046553611755371
1413,5.93930993093895,4.407693405802191,6.117965221405029,5.019582271575928
2522,5.0369105437704516,7.862007400305674,5.396445274353027,6.991322040557861
516,4.609674512575268,4.872984313121305,5.011918544769287,5.406794548034668
3472,2.57, 3.42, 2.88, 2.67
3002,2.19, 0.61, 0.94, 2.66
1219,5.068120083991049,8.59978644515698,5.45782995223999,7.268509864807129
1315,4.555681624751866,5.978297273546386,5.043385982513428,6.0907087326049805
1642,7.737903799305759,6.575797309981807,6.907535552978516,6.436786651611328
3142,5.71, 3.59, 3.09, 3.06
2972,8.061027788216457,4.368315294799131,7.004749774932861,4.900015354156494
1459,5.77667773097745,5.57668245395854,5.972113609313965,5.874570846557617
2253,7.995410974711108,6.475854982827733,6.946686744689941,6.432518005371094
2940,8.108488624674093,6.4666669122755795,7.060539245605469,6.357773780822754
3463,0.32, 3.06, 0.70, 3.17
958,6.132321126622973,5.143156381391002,6.166498184204102,5.779516220092773
3426,5.67, 0.54, 3.08, 1.73
1073,8.008969365987703,5.8989710996076425,6.9650726318359375,6.03298282623291
2283,8.55275870436353,6.781724778202621,7.164940357208252,6.503486156463623
501,5.712034673205158,5.569806680267073,5.896994590759277,5.871939182281494
3297,2.60, 3.16, 0.78, 1.28
3174,0.62, 0.69, 1.69, 2.33
323,7.11852950402589,7.474560089028042,6.623288154602051,6.717137336730957
1127,4.663505295518664,6.412111868565615,5.0853352546691895,6.373579025268555
3505,3.16, 5.11, 2.69, 3.31
403,7.446839968174924,7.667888163844919,6.719517707824707,6.868760585784912
2766,6.465570095279426,8.480419147201207,6.353172779083252,7.191491603851318
1496,6.129977409305906,4.648023946279462,6.126819610595703,5.157736778259277
2478,5.820418141863654,4.844784299627777,6.0098557472229,5.361649990081787
1833,8.012745438267935,8.447581915143516,6.984400272369385,7.222548484802246
2901,7.586707798947287,7.706328843316441,6.818166255950928,6.906297206878662
2855,4.777792202757764,7.7374607710328815,5.234994411468506,6.699265956878662
943,7.390844162069929,5.671277050960077,6.754228115081787,5.882561683654785
3146,3.62, 4.12, 2.44, 2.52
290,7.341364224392579,5.317270968081875,6.697899341583252,5.6710052490234375
2140,7.3215304273333,7.576530326662628,6.713803768157959,6.882603645324707
507,5.712034673205158,5.569806680267073,5.917579174041748,5.879868507385254
3151,2.47, 2.34, 0.53, 0.43
1488,5.770630707255692,6.286067967444875,5.95814847946167,6.325531959533691
1767,8.590860756267281,8.593778042569701,7.190365314483643,7.284520626068115
754,8.430149643487391,7.924368459293424,7.105243682861328,6.974318504333496
2341,6.308501831850311,4.902082856246345,6.294813632965088,5.3662800788879395
209,5.2389465530272,5.051743116406277,5.555972099304199,5.449184417724609
1805,8.588725978937628,7.983107156759171,7.180042266845703,7.006154537200928
692,6.233779917764517,5.2560473492327695,6.251737117767334,5.550683498382568
1684,5.635742407701582,6.072885809047759,5.92905855178833,6.157528877258301
3608,2.38, 5.44, 2.60, 2.80
869,5.85529283755339,5.4706677083289525,5.988117694854736,5.759164810180664
460,4.333459926435392,4.742032129814557,4.786673069000244,5.306756019592285
1154,7.334916617192277,5.236674447082557,6.677221775054932,5.642641544342041
1058,5.8889979450622585,7.447364853870637,5.991363048553467,6.838749885559082
2775,7.026605275946748,8.33183334319532,6.590066432952881,7.159785270690918
1479,5.770630707255692,6.286067967444875,5.9772233963012695,6.29007625579834
2338,4.774376289388529,7.568530100097914,5.2400431632995605,6.853878498077393
181,6.613053153398422,6.294533894261308,6.429983615875244,6.215549945831299
1826,6.8755187076495226,4.660458933854239,6.544142723083496,5.101447582244873
3013,3.13, 4.91, 2.31, 2.55
2101,6.589991447327363,8.506751999025825,6.374135494232178,7.265188217163086
934,7.735355906652821,8.091514896014633,6.84510612487793,7.036831855773926
110,4.510424753146376,5.848267008397068,5.061495780944824,5.951455116271973
1977,5.490168434605798,4.508510133701339,5.773165225982666,4.924999713897705
1675,6.9231479325432534,5.400456988823619,6.5634660720825195,5.718677997589111
149,6.350536311425429,7.720861719869331,6.293919563293457,6.845822334289551
1168,7.405337927413302,6.811268412611578,6.7407097816467285,6.520147800445557
2345,6.308501831850311,4.902082856246345,6.280003070831299,5.335612773895264
2574,4.486790544985517,5.969755683636615,4.997434139251709,6.124758720397949
1286,6.210533911734225,5.324401773824645,6.162724494934082,5.7597126960754395
2400,7.422119544718219,6.7949539391122835,6.737754821777344,6.542043685913086
176,5.097793658773378,6.414866257858373,5.538351058959961,6.2452712059021
734,8.227711564742117,4.467832295974009,7.061003684997559,4.859523296356201
3364,4.47, 3.60, 3.33, 2.65
3538,4.87, 3.55, 3.29, 2.83
3295,2.15, 2.93, 0.42, 0.52
845,7.235202577986116,4.575588544870495,6.6608147621154785,5.027026653289795
2310,7.884367351548929,7.0449047139700625,6.927343368530273,6.660630702972412
589,7.069281772809048,4.855182908976487,6.618251800537109,5.293510437011719
2153,4.51766690844556,8.359291601121146,4.982920169830322,7.189807891845703
1939,4.3258474908474716,4.364834055895022,4.795278072357178,4.911351203918457
495,6.325414303878217,5.36308072880428,6.249826431274414,5.75400447845459
1035,5.9263916388631355,4.787312008795984,6.051849365234375,5.295111179351807
1502,7.553297026058077,6.424834183013787,6.798499584197998,6.378092288970947
101,7.897156744012949,7.972813186531199,6.914910316467285,6.947939395904541
1445,7.059191373976039,7.526824319588494,6.609189987182617,6.852628231048584
374,8.111992343842878,7.792944786872195,6.977816581726074,6.903029441833496
1605,4.812831587262243,7.649990921490103,5.24541711807251,6.944920539855957
1453,8.019130030578777,6.491519094542802,6.967915058135986,6.39677095413208
1857,8.476963439845335,8.282592021943138,7.140120506286621,7.12701416015625
3627,5.15, 0.99, 2.91, 0.54
2357,7.142187525764703,6.645058636098719,6.653453350067139,6.4173994064331055
1083,5.631648176213973,4.875059370162072,5.861327648162842,5.308510780334473
2207,4.66342528825023,7.210706933048945,5.062056064605713,6.769893646240234
2240,4.832724188020175,7.653654471646802,5.188441753387451,6.9304423332214355
588,5.702446858739156,7.049413697757441,5.895381450653076,6.677199363708496
2273,8.33009112929117,4.956403685446416,7.0828375816345215,5.375889301300049
809,5.596621733443965,5.912449689044013,5.787094593048096,6.332871437072754
1490,6.129977409305906,4.648023946279462,6.175723552703857,5.159739971160889
1637,5.317372765182364,5.720571758579817,5.701403617858887,5.965724945068359
2304,4.872495236083123,6.836492448354722,5.260121822357178,6.583653926849365
1957,8.2980779951583,7.978787638477723,7.07000732421875,7.009520530700684
1392,6.995871283450826,7.150980970933008,6.61794900894165,6.696541786193848
377,8.111992343842878,7.792944786872195,6.978756427764893,6.889325141906738
2261,8.20564725823152,8.413125276320319,7.025053977966309,7.1582841873168945
2616,5.613687299665616,5.945017629704764,5.807647705078125,6.091972827911377
1960,5.070287605924927,6.166239890551031,5.466968059539795,6.255384922027588
2643,7.723624785523521,6.085916820424473,6.829930305480957,6.204868793487549
2009,8.479683313148325,6.723465282514402,7.136661529541016,6.494411945343018
2434,5.295444647757382,4.5341660250834215,5.556328296661377,5.09067964553833
129,8.355447580780506,8.259830008591209,7.079133987426758,7.026795387268066
833,4.318525983676661,5.196992209445714,4.786012172698975,5.589531421661377
3164,1.86, 3.03, 0.53, 1.02
2332,4.774376289388529,7.568530100097914,5.190649032592773,6.884779453277588
2176,7.733930871942083,5.619183001275964,6.83138370513916,5.92185115814209
1656,6.2299038921522625,5.670768450345758,6.174518585205078,5.9930291175842285
2463,4.566663350250714,5.99269800619192,5.087196350097656,6.107732772827148
3254,1.34, 2.40, 1.51, 1.77
3525,5.05, 5.10, 2.85, 3.37
2993,6.463645260430968,5.869168045837872,6.434726238250732,6.0277485847473145
2716,4.837027675248023,7.761848042517003,5.277558326721191,7.000181198120117
1916,5.96036687047673,7.7043298994056535,6.008776664733887,6.962749004364014
3326,0.20, 4.30, 2.13, 1.36
1423,6.202186610381363,5.7274210400298955,6.198879241943359,5.9930291175842285
1693,8.404046816511814,6.490159795692465,7.134052276611328,6.416597843170166
663,7.8690686204756295,7.778260234295344,6.88864278793335,6.912778854370117
2282,8.55275870436353,6.781724778202621,7.1661601066589355,6.5155534744262695
115,4.510424753146376,5.848267008397068,5.067569255828857,5.934759616851807
979,7.049584560660559,5.373584378867161,6.556919097900391,5.737490653991699
1904,5.173811339482887,7.665755675838949,5.488905429840088,6.939596176147461
17,5.084651951333345,7.54755676592945,5.441693305969238,6.894161224365234
3597,5.12, 5.11, 2.85, 3.40
435,5.7985119947631345,5.888907549889044,5.98746919631958,5.982032299041748
874,5.85529283755339,5.4706677083289525,6.04548978805542,5.722564697265625
949,6.132321126622973,5.143156381391002,6.13182258605957,5.783812999725342
200,4.929688087441889,7.293026421152751,5.337214469909668,6.6961541175842285
814,5.596621733443965,5.912449689044013,5.79319953918457,5.870518684387207
2989,6.463645260430968,5.869168045837872,6.372612476348877,6.042846202850342
1512,7.1781540895385545,5.0180500640713674,6.693772315979004,5.4154582023620605
517,4.609674512575268,4.872984313121305,5.0048370361328125,5.406617641448975
902,6.801727060482529,8.340589518178161,6.48967170715332,7.100409030914307
1761,8.590860756267281,8.593778042569701,7.179910182952881,7.289829730987549
402,7.446839968174924,7.667888163844919,6.725961685180664,6.860355854034424
3374,6.24, 2.46, 3.13, 2.45
3320,0.60, 0.69, 2.09, 1.58
1377,6.750577118655875,4.53824242165042,6.510965824127197,5.001554012298584
208,4.929688087441889,7.293026421152751,5.326613426208496,6.721855163574219
3008,4.04, 5.21, 2.64, 2.77
976,4.389278776100009,7.4116864105369515,4.827500343322754,6.8093085289001465
1716,4.592380378224597,4.807110618895463,5.009746074676514,5.330101490020752
652,8.45823688097778,4.745980904010715,7.118168830871582,5.243251800537109
3406,3.56, 0.08, 3.03, 1.47
236,6.071268639832511,5.584848545776039,6.108827114105225,5.823021411895752
430,5.7985119947631345,5.888907549889044,5.979922294616699,5.990769863128662
1569,4.329655923791862,4.979540037821622,4.8380303382873535,5.437239170074463
162,7.935064036539107,6.946693916317449,6.9519572257995605,6.4958415031433105
1245,8.455953873055984,5.314828441961492,7.14715051651001,5.622629165649414
2629,5.822694466657563,7.6079733343827805,5.967376708984375,6.874574184417725
2930,7.729288047979072,6.013855469911796,6.905821323394775,6.137598037719727
235,6.071268639832511,5.584848545776039,6.095045566558838,5.822728157043457
775,7.284250624445487,4.365650699715321,6.660937786102295,4.8573222160339355
2312,7.884367351548929,7.0449047139700625,6.903092861175537,6.6854095458984375
727,7.135618444588085,4.353378840391947,6.6416473388671875,4.797400951385498
3459,2.79, 4.87, 3.22, 3.33
2467,4.566663350250714,5.99269800619192,5.063222885131836,6.109051704406738
1877,5.702165203769442,5.050262756283153,5.946389198303223,5.482370853424072
1253,6.540302760140021,5.627231750510897,6.395413875579834,5.894834518432617
272,8.02230155703615,6.35132725796972,6.948067665100098,6.270965576171875
1943,4.3258474908474716,4.364834055895022,4.764159202575684,4.867321968078613
2844,8.068051598423148,8.116055085647053,6.981966495513916,7.070306777954102
51,8.143858853804772,4.36663758969544,7.007951736450195,4.774589538574219
899,6.801727060482529,8.340589518178161,6.439536094665527,7.1361870765686035
1429,7.661981089497866,6.241735410698146,6.819067478179932,6.303597450256348
1724,4.556709223164192,5.8273239498147715,5.028489589691162,6.115122318267822
971,4.389278776100009,7.4116864105369515,4.850256443023682,6.79637336730957
778,7.284250624445487,4.365650699715321,6.672996997833252,4.859795570373535
590,7.069281772809048,4.855182908976487,6.61379861831665,5.3074870109558105
2961,5.132738922901086,5.154212012611922,5.601048946380615,5.576087474822998
3061,3.78, 2.73, 2.31, 2.88
1431,7.661981089497866,6.241735410698146,6.814146518707275,6.298902988433838
990,7.713956176779773,4.988425149389483,6.843128681182861,5.451754570007324
1759,8.590860756267281,8.593778042569701,7.167871952056885,7.28962516784668
2851,4.777792202757764,7.7374607710328815,5.232200622558594,6.965395450592041
1077,8.008969365987703,5.8989710996076425,6.958395957946777,6.031151294708252
959,5.933654822241603,8.090066214077178,6.017279148101807,7.073967933654785
2323,7.4629558726692835,4.9121874829229935,6.75593376159668,5.359213829040527
926,6.451064293493763,7.987633979165475,6.329916000366211,6.964749813079834
2249,7.995410974711108,6.475854982827733,6.976293563842773,6.377476692199707
1629,5.317372765182364,5.720571758579817,5.69821834564209,5.962982654571533
522,6.416969679636741,5.214112787516757,6.280834197998047,5.645397186279297
785,7.155683167797275,6.419287731149939,6.620010852813721,6.351252555847168
1452,8.019130030578777,6.491519094542802,6.977395057678223,6.399722099304199
2898,7.704189570585749,5.085072408733654,6.8517608642578125,5.494174480438232
1056,5.8889979450622585,7.447364853870637,5.985580921173096,6.845479488372803
560,5.088151856574972,5.993088019592866,5.482110500335693,6.105696201324463
2112,7.160027311960697,4.469660784005115,6.636308670043945,5.006685256958008
1689,8.404046816511814,6.490159795692465,7.1452813148498535,6.397921562194824
1131,4.659574296014937,6.0947310972799915,5.088610649108887,6.234267711639404
547,5.753623561773392,5.324416426853552,5.978038311004639,5.6079230308532715
2946,8.108488624674093,6.4666669122755795,7.032649040222168,6.378942966461182
2790,4.938495244824031,7.71113044620262,5.423640727996826,6.908075332641602
341,5.671097345751016,4.3921623125251354,5.96278715133667,4.818556308746338
1913,5.96036687047673,7.7043298994056535,6.010850429534912,6.947136402130127
3197,3.29, 2.80, 2.07, 1.54
216,5.2389465530272,5.051743116406277,5.543005466461182,5.467019557952881
253,7.11902076175705,6.37005100445339,6.587937831878662,6.31096887588501
676,6.4832862851861925,5.445967497248663,6.306760311126709,5.752832889556885
1485,5.770630707255692,6.286067967444875,5.9835524559021,6.274256229400635
1150,7.334916617192277,5.236674447082557,6.666500568389893,5.665218830108643
3353,0.12, 0.31, 0.00, 0.75
157,6.350536311425429,7.720861719869331,6.263668060302734,6.858132839202881
1366,6.647077528850794,6.532186990064634,6.435293674468994,6.425485610961914
951,6.132321126622973,5.143156381391002,6.1287407875061035,5.54293966293335
1580,7.67143840479168,7.635198347554037,6.849552154541016,6.908583641052246
2999,0.72, 1.28, -0.00, 0.55
328,7.11852950402589,7.474560089028042,6.632074356079102,6.7429094314575195
482,4.916195695629144,8.034575002857268,5.311511039733887,7.062895774841309
2135,7.909655229405351,8.432609236437298,6.927694320678711,7.220476150512695
3105,5.85, 5.42, 2.79, 3.21
644,5.750410495338599,7.17765253071281,5.906033992767334,6.715636253356934
