,expected_ul,expected_ur,real_ul_m1,real_ur_m1,delta_ul,delta_ur
1564,6.469053624061882,4.523368303970203,5.518456935882568,5.577086448669434,0.18025576868468463,-0.4993982861482049
2894,4.831103416333001,8.507198837341086,5.337731838226318,6.492739677429199,-0.44833507930298566,1.26361182028176
1051,6.540302760140021,5.627231750510897,7.096686363220215,7.076566696166992,0.15701485349329225,-0.30874713895443495
1725,5.036910543770452,7.862007400305674,6.889037132263184,5.687571048736572,-0.3946308991006413,0.8669750898198343
2512,0.19,5.65,7.038018226623535,6.89479398727417,0.16,4.390000000000001
3345,5.895333992008506,7.6775910835111505,5.711814880371094,5.142385482788086,-0.10527540587967721,0.7656705360257989
1856,2.59,4.31,7.023543834686279,4.83027982711792,-0.18000000000000016,1.2099999999999995
3161,6.731685217879291,7.735655773954712,7.146844387054443,5.66254472732544,0.31950717832850994,0.8450035942366947
344,7.446839968174924,7.667888163844919,7.179910182952881,7.289829730987549,0.7208782829942599,0.8075323098104947
871,2.0,2.46,6.728154182434082,6.53572416305542,1.47,1.19
1538,8.006175300171117,5.156896631455204,5.038919448852539,5.38673734664917,1.0086343493959706,-0.42922588136217854
1606,2.91,3.33,6.356492042541504,5.564579010009766,0.3500000000000001,0.52
3144,4.503068467379621,7.6130129229538515,6.57151985168457,6.515277862548828,-0.4549340999116387,0.734190119456537
2151,7.059191373976039,7.526824319588494,5.44525671005249,6.971147537231445,0.44971814552144895,0.6425493600242849
845,5.712034673205158,5.569806680267073,5.964353561401367,6.004604816436768,-0.19592049647257603,-0.27229155581691167
2787,7.713956176779773,4.988425149389483,6.388197422027588,7.259611129760742,0.8408134575109738,-0.409052954248212
3011,8.356492845214389,5.852488417975344,5.061939239501953,6.727402210235596,1.24186309973099,-0.1701780363398413
918,7.11852950402589,7.474560089028042,5.781388282775879,6.994316101074219,0.4901062900671498,0.7511408995749171
502,8.479683313148325,6.723465282514402,5.372940540313721,6.768331527709961,1.3853420350721528,0.234157878949949
3393,5.317372765182364,5.720571758579817,5.404393196105957,7.11665153503418,-0.3974004129182216,-0.2499434925798507
1304,5.631695472762647,4.919774956554308,6.97522497177124,7.071604251861572,-0.2614724998020499,-0.40713315501795755
427,5.068120083991049,8.59978644515698,1.63,2.54,-0.38319722634220277,1.3144566264313937
2707,4.3309487647904605,4.756045138831644,7.132494926452637,7.129448890686035,-0.39080530930621915,-0.58765860796401
1071,6.349090769895571,5.711541030674148,3.07,2.67,0.0976478606548481,-0.2675377390096898
1685,3.43,5.46,5.079947471618652,6.046610832214356,0.5700000000000003,2.61
3626,6.416969679636741,5.214112787516757,2.7,2.98,0.11585988883473863,-0.3948492715042393
20,3.41,6.06,7.060572624206543,4.857276916503906,0.7600000000000002,3.1099999999999994
1327,3.06,3.54,6.669270038604736,5.661409854888916,1.09,1.46
2900,7.2566309047939965,8.250963616369923,7.098128318786621,5.369047164916992,0.5842809749844262,1.166489529608448
2637,7.909655229405351,8.432609236437298,5.426263332366943,7.126980304718018,0.9875775736131143,1.2608496310295827
3311,5.732352877405256,7.712405231245085,7.149803161621094,4.925676345825195,-0.18137297556105292,0.7505274083691083
850,7.1781540895385545,5.018050064071368,6.5952677726745605,5.331207752227783,0.5067282701415818,-0.4086972580111521
1331,8.45823688097778,4.745980904010715,6.616160869598389,6.733301162719727,1.3240487057763648,-0.4957016254387483
1267,7.665630872612848,7.966509779512723,7.088618278503418,4.850979804992676,0.8242197588738343,0.9434256158469507
802,5.127965645634222,6.493416087971241,6.6444268226623535,4.937947750091553,-0.3614871932634829,0.0676028898816412
1244,7.11852950402589,7.474560089028042,1.58,2.4,0.4839274341711537,0.7448776435019191
2505,5.702165203769442,5.050262756283153,3.14,1.28,-0.2612933342859778,-0.3821212578464861
73,7.713956176779773,4.988425149389483,7.100140571594238,6.984984874725342,0.8416631813268918,-0.40993557982804596
1255,7.637766805853066,7.969707017293384,6.044081687927246,5.930717945098877,0.8451161062375867,0.9623436978964115
2700,7.007641680825226,4.57807210131511,6.828413486480713,5.949172019958496,0.3940085250024721,-0.5095600779451441
2421,0.72,2.96,5.07677698135376,6.828671455383301,-1.03,1.71
3205,5.1465660555872805,5.004853091428609,6.5691237449646,6.515798091888428,-0.3481319920506598,-0.5583521507283731
3174,7.276320383146712,4.729576312908365,6.685100078582764,5.425830364227295,0.5625166149887528,-0.4194987183721528
2675,8.588725978937628,7.983107156759171,5.981947898864746,5.975172996520996,1.4250497170357717,0.9634023380335854
2861,6.202186610381363,5.727421040029896,2.88,2.97,0.02629091946339468,-0.28215051224671495
2862,0.17,5.35,6.175895690917969,6.009571552276611,0.17,2.34
2944,8.430149643487391,7.924368459293424,2.52,2.54,1.3283310819334364,0.9561625304909338
3388,5.020038524850082,7.3245532166574625,6.78375244140625,7.097189426422119,-0.3930106961887363,0.46355172511083165
3445,4.698635287131899,4.838281388532809,6.978788375854492,6.878665447235107,-0.44732790485418494,-0.5316636607530798
2613,2.11,3.08,7.030049800872803,4.833511829376221,1.0599999999999998,1.7000000000000002
1084,8.222640107932072,7.636909371480328,6.796197414398193,6.3659443855285645,1.1564894426488692,0.7542108355611381
3459,5.677710652531159,6.674367036827218,2.79,2.84,-0.18954074364804008,0.14697798729718858
2831,4.872495236083123,6.836492448354722,6.86113166809082,6.868227005004883,-0.4058102944649731,0.25008764793968297
961,5.172953853175869,4.954979494850245,4.953729152679443,6.042512893676758,-0.4003679661295507,-0.466956540306005
1707,5.53526663894412,7.819658519647922,5.034830093383789,7.415550708770752,-0.25861954574826296,0.8468287009223356
1833,4.525626580304412,7.92211182277876,5.962647438049316,6.310595512390137,-0.42435510914871344,0.9078467623539552
2163,7.139376144182922,5.397746537850151,6.611300468444824,6.491949558258057,0.4565949247005001,-0.30277826912616757
2191,4.329655923791862,4.979540037821622,5.945860862731934,5.3896260261535645,-0.43908997540857797,-0.7851517918597741
516,1.39,0.27,6.2023210525512695,6.8685407638549805,1.27,-0.21999999999999997
1349,5.317372765182364,5.720571758579817,6.61973762512207,6.4547295570373535,-0.39869264161695206,-0.22420525329152063
2392,5.94,3.16,2.7,2.78,2.9600000000000004,0.25
3497,5.732352877405256,7.712405231245085,5.332265377044678,7.066250324249268,-0.17774424478712714,0.7506242063122235
1941,6.259851120982756,5.933193298182134,6.33266019821167,6.257004737854004,0.046861313853849396,-0.12109890381371535
2555,8.543563414264959,6.174829852109672,5.765568256378174,7.146664619445801,1.388789702106756,-0.031236756319283465
1431,8.534337308062304,8.542354584808173,6.424205780029297,5.318813323974609,1.3742792865168934,1.3308548937986515
2972,7.476384037502522,6.2449607009600046,6.016111850738525,5.79940938949585,0.6966103253443192,0.1428102607439401
2688,7.897156744012949,7.972813186531199,6.605098247528076,6.503120422363281,0.9750151920415124,1.0493321989823707
2253,7.979504569188816,7.710265215426131,4.956915855407715,6.060532093048096,1.0382733184258752,0.8534780106836992
1072,7.909655229405351,8.432609236437298,6.251442909240723,5.979078769683838,0.9929305475511025,1.2047416331352956
2165,5.770630707255692,6.286067967444875,6.635729789733887,6.438459873199463,-0.1786247592054897,-0.04289865013935312
2445,8.061027788216457,4.368315294799131,5.253141403198242,6.601043224334717,1.0357110729759773,-0.5329698767096582
1371,8.019130030578777,6.491519094542802,6.016738414764404,7.070207118988037,1.0131390485231133,0.10805475814753862
1786,4.914184508060675,7.965851899643497,5.961333274841309,5.946695327758789,-0.42083746459557503,0.9322482314306066
2283,4.921344147058171,4.4645732206082815,7.08804988861084,6.489367961883545,-0.36509670224602786,-0.21796242773766572
501,4.921119911988125,7.281542078937929,6.278579235076904,5.345137119293213,-0.45182062832559566,0.5132105512279681
3472,4.862476116927101,5.49038381860642,2.3,2.99,-0.5006167823954089,-0.21310739233107956
1155,7.390844162069929,5.671277050960077,5.901373863220215,6.7078118324279785,0.6183164673677801,-0.20361947537659297
323,5.96036687047673,7.704329899405653,5.277558326721191,7.000181198120117,-0.04840979425715641,0.7415808950416389
2403,5.068120083991049,8.59978644515698,5.846369743347168,6.516931056976318,-0.38157788735294496,1.2915899005097629
1948,4.812831587262243,7.649990921490103,5.5469069480896,6.244343280792236,-0.46393185191622344,0.7325657658504543
403,5.671097345751016,4.392162312525136,5.423640727996826,6.908075332641602,-0.29168980558565405,-0.42639399622120155
3064,8.430149643487391,7.924368459293424,2.85,2.27,1.316968052453455,0.9489489379616369
1496,5.798511994763135,5.888907549889044,7.0504021644592285,6.887935638427734,-0.19203232438969664,-0.08837211319689331
2920,4.51766690844556,8.359291601121146,5.397125244140625,6.88047456741333,-0.36948004132250656,1.1394262790081093
1942,4.329655923791862,4.979540037821622,6.212989807128906,6.05429220199585,-0.453693590215706,-0.5211461308490319
2483,6.494101349556834,6.249892778261121,5.489739418029785,5.498779773712158,0.18311912223139348,0.05112940774720531
2035,7.661981089497866,6.241735410698146,5.983721733093262,5.853933334350586,0.8513035611165183,-0.0461168765943345
944,4.891802247862505,5.648983865189146,0.43,1.81,-0.35571056952030755,-0.32139119584600984
1063,5.76366249323695,5.3884018890529175,5.203020095825195,6.940494060516357,-0.17140182255894842,-0.3054347999424438
290,8.019130030578777,6.491519094542802,5.24541711807251,6.944920539855957,1.051214972442791,0.09474814041072221
2140,6.4832862851861925,5.445967497248663,5.373939514160156,6.410783767700195,0.1729630468133898,-0.31004255829332905
507,1.38,3.38,5.1748223304748535,5.371841907501221,1.38,2.0199999999999996
1446,8.543563414264959,6.174829852109672,0.0,0.01,1.3605132586253106,-0.051322091097115496
3221,4.862476116927101,5.49038381860642,5.599291801452637,5.5186076164245605,-0.4992487365885241,-0.21479682638259323
1767,5.801997738914142,5.678877845711639,6.178737640380859,6.867002487182617,-0.23909704105411933,-0.09412001042849738
755,4.376814857163041,8.241172524133344,6.872325420379639,6.86967134475708,-0.47944162782231015,1.1062056738525818
1378,7.20950308645547,7.0033591163713735,7.135204315185547,6.400224208831787,0.5840887149649907,0.38255957489798487
209,2.57,3.42,5.011918544769287,5.406794548034668,-0.31000000000000005,0.75
2551,7.026605275946748,8.33183334319532,6.613255023956299,6.714526176452637,0.44679274924386725,1.129387359308602
693,5.052752467634598,4.752743778538872,5.859625816345215,5.329536437988281,-0.4129486355758516,-0.40326780288202624
2832,3.59,3.66,5.278305530548096,6.586404800415039,1.1999999999999997,1.48
1207,6.547113832551178,7.478785611924536,5.525265216827393,6.402440071105957,0.20164340408438086,0.6815825479596924
870,7.405337927413302,6.811268412611578,6.166297912597656,5.992774963378906,0.67718374497922,0.27554424955615797
460,1.05,2.4,5.451086044311523,6.164472579956055,-0.30000000000000004,0.040000000000000036
2533,1.61,2.78,6.947649955749512,4.765971183776856,1.6,0.029999999999999805
1220,6.16,5.75,6.573108196258545,6.591068267822266,3.39,2.53
2775,8.09712583567949,6.547418305655669,5.059793472290039,6.716831207275391,1.0861986353621074,0.12092036940688988
1479,5.712034673205158,5.569806680267073,7.157943248748779,7.270266056060791,-0.1996836953251151,-0.2700375465700855
1166,4.831103416333001,8.507198837341086,6.661736011505127,5.986510753631592,-0.4437336007263255,1.232284572662131
181,7.003703475780935,8.015098706378367,5.18060827255249,4.905283451080322,0.45118272382781033,0.9982129489320783
3185,0.8,1.26,5.615172386169434,5.859490871429443,-0.5,-0.32000000000000006
3531,5.052752467634598,4.752743778538872,5.382097244262695,6.1261138916015625,-0.3964062008834688,-0.418584766077827
1321,7.142240971768175,7.383764284595187,4.836320877075195,6.809864044189453,0.5237464611175406,0.644000071033175
935,4.753743085021851,4.369499888731413,7.13114070892334,7.09229850769043,-0.41842230880749476,-0.5900156828628251
110,5.876854002622725,7.502704996898639,5.372440814971924,6.860089302062988,-0.14698213324153286,0.679761309459674
2330,8.222640107932072,7.636909371480328,5.232175350189209,5.968973636627197,1.155991147818547,0.7386335192769584
1570,5.41,3.88,4.914553165435791,7.061667442321777,2.48,1.04
149,7.5945700712695485,8.23022424109473,5.557065963745117,5.087587356567383,0.7987884588733083,1.1410709512998078
2069,6.589991447327363,8.506751999025825,6.9817070960998535,6.526836395263672,0.23370349108957011,1.333904728060249
1158,8.390287279271307,6.706221478959221,4.775532245635986,4.919759273529053,1.2418106786243346,0.23619641639818578
3156,4.525626580304412,7.92211182277876,6.267123222351074,5.310249328613281,-0.4414254025752271,0.9070280329533196
2602,6.229903892152263,5.670768450345758,5.998344421386719,6.952664852142334,-0.017807289488361633,-0.29901771679901756
1711,4.3309487647904605,4.756045138831644,5.092126846313477,6.020328044891357,-0.40974098969562345,-0.5784599423451136
176,8.249207538339023,8.228921227135197,2.41,2.21,1.1857805669034764,1.17815523592426
735,7.003703475780935,8.015098706378367,6.753154754638672,6.103332042694092,0.44625747282073025,1.0101200496095686
3364,5.933654822241603,8.090066214077178,5.53931188583374,6.239989280700684,-0.07600208388632712,1.0436318116113572
3538,6.465570095279426,8.480419147201207,3.4,3.26,0.11475384543201361,1.2477273823696642
2464,4.19,5.32,6.159868717193604,6.8988142013549805,1.5100000000000002,2.5200000000000005
846,6.995871283450826,7.150980970933008,5.907955169677734,5.842098236083984,0.38067982379506393,0.4569449640055181
1520,7.354125602782436,8.31770981019325,1.99,2.34,0.6493884163505514,1.1823023623783087
590,6.923147932543253,5.400456988823619,5.999391555786133,5.806480884552002,0.3575380005974518,-0.3835486531136372
